speaker,filename,path,original_sr,target_sr,transcript
unknown,unknown_e4d79550_FC02_3_arrayMic_0890.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e4d79550_FC02_3_arrayMic_0890.wav,16000,16000,ball
unknown,unknown_4944945f_FC02_3_arrayMic_0194.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4944945f_FC02_3_arrayMic_0194.wav,16000,16000,Being able to dance can help too
unknown,unknown_43d38944_FC02_3_arrayMic_0101.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_43d38944_FC02_3_arrayMic_0101.wav,16000,16000,The museum hires musicians every evening
unknown,unknown_03d920f8_FC02_3_arrayMic_0007.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_03d920f8_FC02_3_arrayMic_0007.wav,16000,16000,papa
unknown,unknown_b5b4af48_FC02_3_arrayMic_0295.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b5b4af48_FC02_3_arrayMic_0295.wav,16000,16000,cork
unknown,unknown_6c99520f_FC02_3_arrayMic_0281.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_6c99520f_FC02_3_arrayMic_0281.wav,16000,16000,Only the most accomplished artists obtain popularity
unknown,unknown_43dc0dab_FC02_3_arrayMic_0207.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_43dc0dab_FC02_3_arrayMic_0207.wav,16000,16000,sin
unknown,unknown_75f57e5c_FC02_3_arrayMic_0016.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_75f57e5c_FC02_3_arrayMic_0016.wav,16000,16000,rich
unknown,unknown_5c994a7c_FC02_3_arrayMic_0254.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5c994a7c_FC02_3_arrayMic_0254.wav,16000,16000,air
unknown,unknown_53b4dd0e_FC02_3_arrayMic_0769.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_53b4dd0e_FC02_3_arrayMic_0769.wav,16000,16000,He can't abide mistakes in his own game
unknown,unknown_23cae4bb_FC02_3_arrayMic_0681.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_23cae4bb_FC02_3_arrayMic_0681.wav,16000,16000,was
unknown,unknown_a5cacd98_FC02_3_arrayMic_0930.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a5cacd98_FC02_3_arrayMic_0930.wav,16000,16000,contract
unknown,unknown_06fdb5cc_FC02_3_arrayMic_0469.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_06fdb5cc_FC02_3_arrayMic_0469.wav,16000,16000,The sun died at night
unknown,unknown_a776f712_FC02_3_arrayMic_0032.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a776f712_FC02_3_arrayMic_0032.wav,16000,16000,A roll of wire lay near the wall
unknown,unknown_b0963ddd_FC02_3_arrayMic_0969.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b0963ddd_FC02_3_arrayMic_0969.wav,16000,16000,lisp
unknown,unknown_27535df6_FC02_3_arrayMic_0091.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_27535df6_FC02_3_arrayMic_0091.wav,16000,16000,vat
unknown,unknown_a05ec08f_FC02_3_arrayMic_0168.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a05ec08f_FC02_3_arrayMic_0168.wav,16000,16000,dice
unknown,unknown_9687b27e_FC02_3_arrayMic_0071.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9687b27e_FC02_3_arrayMic_0071.wav,16000,16000,dark
unknown,unknown_61ae625e_FC02_3_arrayMic_0159.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_61ae625e_FC02_3_arrayMic_0159.wav,16000,16000,Nobody really expects to evacuate
unknown,unknown_4898f67a_FC02_3_arrayMic_0703.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4898f67a_FC02_3_arrayMic_0703.wav,16000,16000,eyes
unknown,unknown_a686ccaf_FC02_3_arrayMic_0087.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a686ccaf_FC02_3_arrayMic_0087.wav,16000,16000,sergeant
unknown,unknown_45de13a7_FC02_3_arrayMic_0334.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_45de13a7_FC02_3_arrayMic_0334.wav,16000,16000,ray
unknown,unknown_a19056a4_FC02_3_arrayMic_0713.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a19056a4_FC02_3_arrayMic_0713.wav,16000,16000,short
unknown,unknown_823a6759_FC02_3_arrayMic_0727.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_823a6759_FC02_3_arrayMic_0727.wav,16000,16000,hall
unknown,unknown_ad6747d4_FC02_3_arrayMic_0790.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ad6747d4_FC02_3_arrayMic_0790.wav,16000,16000,sprain
unknown,unknown_b6120a38_FC02_3_arrayMic_0391.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b6120a38_FC02_3_arrayMic_0391.wav,16000,16000,I think I'm full of this stuff
unknown,unknown_6511e82e_FC02_3_arrayMic_0783.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_6511e82e_FC02_3_arrayMic_0783.wav,16000,16000,She makes other trips for pleasure
unknown,unknown_0c206ced_FC02_3_arrayMic_0660.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_0c206ced_FC02_3_arrayMic_0660.wav,16000,16000,ink
unknown,unknown_e112c262_FC02_3_arrayMic_0169.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e112c262_FC02_3_arrayMic_0169.wav,16000,16000,The hotel owner shrugged
unknown,unknown_9aba48de_FC02_3_arrayMic_0420.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9aba48de_FC02_3_arrayMic_0420.wav,16000,16000,Elderly people are often excluded
unknown,unknown_cc49a750_FC02_3_arrayMic_0245.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_cc49a750_FC02_3_arrayMic_0245.wav,16000,16000,Some hotels are available nearby
unknown,unknown_3843aa17_FC02_3_arrayMic_0734.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_3843aa17_FC02_3_arrayMic_0734.wav,16000,16000,The new highway is straight and empty
unknown,unknown_9c1b26ac_FC02_3_arrayMic_0441.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9c1b26ac_FC02_3_arrayMic_0441.wav,16000,16000,woe
unknown,unknown_d8f7bf25_FC02_3_arrayMic_0491.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_d8f7bf25_FC02_3_arrayMic_0491.wav,16000,16000,row
unknown,unknown_31f24725_FC02_3_arrayMic_0953.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_31f24725_FC02_3_arrayMic_0953.wav,16000,16000,grave
unknown,unknown_4726902c_FC02_3_arrayMic_0644.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4726902c_FC02_3_arrayMic_0644.wav,16000,16000,The eastern coast is a place for pure pleasure and excitement
unknown,unknown_33245953_FC02_3_arrayMic_0348.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_33245953_FC02_3_arrayMic_0348.wav,16000,16000,sight
unknown,unknown_1a68d73e_FC02_3_arrayMic_0705.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1a68d73e_FC02_3_arrayMic_0705.wav,16000,16000,sink
unknown,unknown_717841ce_FC02_3_arrayMic_0038.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_717841ce_FC02_3_arrayMic_0038.wav,16000,16000,golf
unknown,unknown_2e4be5e6_FC02_3_arrayMic_0918.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2e4be5e6_FC02_3_arrayMic_0918.wav,16000,16000,occur
unknown,unknown_52088152_FC02_3_arrayMic_0058.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_52088152_FC02_3_arrayMic_0058.wav,16000,16000,pit
unknown,unknown_5e35511c_FC02_3_arrayMic_0154.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5e35511c_FC02_3_arrayMic_0154.wav,16000,16000,You want him to do well
unknown,unknown_ebfe7d31_FC02_3_arrayMic_0021.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ebfe7d31_FC02_3_arrayMic_0021.wav,16000,16000,tell
unknown,unknown_c9879db1_FC02_3_arrayMic_0733.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_c9879db1_FC02_3_arrayMic_0733.wav,16000,16000,Both cars were slightly damaged
unknown,unknown_82ff6184_FC02_3_arrayMic_0587.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_82ff6184_FC02_3_arrayMic_0587.wav,16000,16000,at
unknown,unknown_d3cb3540_FC02_3_arrayMic_0125.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_d3cb3540_FC02_3_arrayMic_0125.wav,16000,16000,sell
unknown,unknown_92d5f88b_FC02_3_arrayMic_0170.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_92d5f88b_FC02_3_arrayMic_0170.wav,16000,16000,Help Greg to pick a peck of potatoes
unknown,unknown_91dc38ac_FC02_3_arrayMic_0147.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_91dc38ac_FC02_3_arrayMic_0147.wav,16000,16000,and
unknown,unknown_bdc37b81_FC02_3_arrayMic_0386.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_bdc37b81_FC02_3_arrayMic_0386.wav,16000,16000,blend
unknown,unknown_6b8b723e_FC02_3_arrayMic_0065.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_6b8b723e_FC02_3_arrayMic_0065.wav,16000,16000,He wrapped the package hastily
unknown,unknown_e029f6f4_FC02_3_arrayMic_0900.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e029f6f4_FC02_3_arrayMic_0900.wav,16000,16000,shawl
unknown,unknown_2681d3c0_FC02_3_arrayMic_0113.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2681d3c0_FC02_3_arrayMic_0113.wav,16000,16000,oscar
unknown,unknown_0563624d_FC02_3_arrayMic_0511.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_0563624d_FC02_3_arrayMic_0511.wav,16000,16000,center
unknown,unknown_4ad6ca0e_FC02_3_arrayMic_0886.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4ad6ca0e_FC02_3_arrayMic_0886.wav,16000,16000,final
unknown,unknown_f0b87c83_FC02_3_arrayMic_0534.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f0b87c83_FC02_3_arrayMic_0534.wav,16000,16000,ease
unknown,unknown_976d4ee1_FC02_3_arrayMic_0291.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_976d4ee1_FC02_3_arrayMic_0291.wav,16000,16000,leak
unknown,unknown_38c726f0_FC02_3_arrayMic_0229.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_38c726f0_FC02_3_arrayMic_0229.wav,16000,16000,nice
unknown,unknown_a4520759_FC02_3_arrayMic_0625.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a4520759_FC02_3_arrayMic_0625.wav,16000,16000,ticks
unknown,unknown_44da60ae_FC02_3_arrayMic_0463.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_44da60ae_FC02_3_arrayMic_0463.wav,16000,16000,We have a big house
unknown,unknown_5336e261_FC02_3_arrayMic_0609.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5336e261_FC02_3_arrayMic_0609.wav,16000,16000,hall
unknown,unknown_028417d4_FC02_3_arrayMic_0024.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_028417d4_FC02_3_arrayMic_0024.wav,16000,16000,six
unknown,unknown_f707c667_FC02_3_arrayMic_0623.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f707c667_FC02_3_arrayMic_0623.wav,16000,16000,We experience distress and frustration obtaining our degrees
unknown,unknown_ba9c0f36_FC02_3_arrayMic_0449.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ba9c0f36_FC02_3_arrayMic_0449.wav,16000,16000,beat
unknown,unknown_9980c645_FC02_3_arrayMic_0608.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9980c645_FC02_3_arrayMic_0608.wav,16000,16000,fill
unknown,unknown_086dffb5_FC02_3_arrayMic_0997.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_086dffb5_FC02_3_arrayMic_0997.wav,16000,16000,repress
unknown,unknown_def9f11b_FC02_3_arrayMic_0439.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_def9f11b_FC02_3_arrayMic_0439.wav,16000,16000,I don't think it's a good idea
unknown,unknown_2bba4589_FC02_3_headMic_0779.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2bba4589_FC02_3_headMic_0779.wav,16000,16000,hall
unknown,unknown_a41b09be_FC02_3_headMic_0730.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a41b09be_FC02_3_headMic_0730.wav,16000,16000,hail
unknown,unknown_9331f966_FC02_3_headMic_0719.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9331f966_FC02_3_headMic_0719.wav,16000,16000,ship
unknown,unknown_2f5480e4_FC02_3_headMic_0483.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2f5480e4_FC02_3_headMic_0483.wav,16000,16000,seven
unknown,unknown_5620002f_FC02_3_headMic_0815.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5620002f_FC02_3_headMic_0815.wav,16000,16000,Doctors prescribe drugs too freely
unknown,unknown_31131aa2_FC02_3_headMic_0899.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_31131aa2_FC02_3_headMic_0899.wav,16000,16000,bank
unknown,unknown_28d4c889_FC02_3_headMic_0031.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_28d4c889_FC02_3_headMic_0031.wav,16000,16000,knitting
unknown,unknown_8da3cfa1_FC02_3_headMic_0039.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_8da3cfa1_FC02_3_headMic_0039.wav,16000,16000,fill
unknown,unknown_385076df_FC02_3_headMic_0110.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_385076df_FC02_3_headMic_0110.wav,16000,16000,Alfalfa is healthy for you
unknown,unknown_2d211eea_FC02_3_headMic_0480.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2d211eea_FC02_3_headMic_0480.wav,16000,16000,fork
unknown,unknown_cb12b585_FC02_3_headMic_0666.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_cb12b585_FC02_3_headMic_0666.wav,16000,16000,hand
unknown,unknown_4deb3be7_FC02_3_headMic_0233.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4deb3be7_FC02_3_headMic_0233.wav,16000,16000,up
unknown,unknown_95c26119_FC02_3_headMic_0933.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_95c26119_FC02_3_headMic_0933.wav,16000,16000,score
unknown,unknown_16ce7e17_FC02_3_headMic_0504.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_16ce7e17_FC02_3_headMic_0504.wav,16000,16000,two
unknown,unknown_2459879c_FC02_3_headMic_0665.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2459879c_FC02_3_headMic_0665.wav,16000,16000,bow 
unknown,unknown_c4fcc504_FC02_3_headMic_0095.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_c4fcc504_FC02_3_headMic_0095.wav,16000,16000,mush
unknown,unknown_87ece938_FC02_3_headMic_0116.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_87ece938_FC02_3_headMic_0116.wav,16000,16000,heart
unknown,unknown_884b2571_FC02_3_headMic_0484.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_884b2571_FC02_3_headMic_0484.wav,16000,16000,Her position covers a number of daily tasks common to any social director
unknown,unknown_e44cc28e_FC02_3_headMic_0119.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e44cc28e_FC02_3_headMic_0119.wav,16000,16000,top
unknown,unknown_41d77f25_FC02_3_headMic_0180.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_41d77f25_FC02_3_headMic_0180.wav,16000,16000,Get a calico cat to keep
unknown,unknown_966e9d7f_FC02_3_headMic_0166.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_966e9d7f_FC02_3_headMic_0166.wav,16000,16000,xray
unknown,unknown_697155dd_FC02_3_headMic_0297.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_697155dd_FC02_3_headMic_0297.wav,16000,16000,weep
unknown,unknown_f70b8415_FC02_3_headMic_0223.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f70b8415_FC02_3_headMic_0223.wav,16000,16000,sell
unknown,unknown_82add057_FC02_3_headMic_0659.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_82add057_FC02_3_headMic_0659.wav,16000,16000,You have to expect a few bad calls
unknown,unknown_57bf71e3_FC02_3_headMic_0645.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_57bf71e3_FC02_3_headMic_0645.wav,16000,16000,cat
unknown,unknown_20a65819_FC02_3_headMic_0486.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_20a65819_FC02_3_headMic_0486.wav,16000,16000,I tell you it was wonderful
unknown,unknown_f658723b_FC02_3_headMic_0474.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f658723b_FC02_3_headMic_0474.wav,16000,16000,food
unknown,unknown_ce801feb_FC02_3_headMic_0021.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ce801feb_FC02_3_headMic_0021.wav,16000,16000,tell
unknown,unknown_ecb43cf6_FC02_3_headMic_0220.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ecb43cf6_FC02_3_headMic_0220.wav,16000,16000,him
unknown,unknown_42ec330d_FC02_3_headMic_0363.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_42ec330d_FC02_3_headMic_0363.wav,16000,16000,gas
unknown,unknown_495eef13_FC02_3_headMic_0048.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_495eef13_FC02_3_headMic_0048.wav,16000,16000,When all else fails use force
unknown,unknown_ef243a09_FC02_3_headMic_0280.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ef243a09_FC02_3_headMic_0280.wav,16000,16000,bill
unknown,unknown_757cfe58_FC02_3_headMic_0718.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_757cfe58_FC02_3_headMic_0718.wav,16000,16000,form
unknown,unknown_527797bf_FC02_3_headMic_0537.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_527797bf_FC02_3_headMic_0537.wav,16000,16000,add
unknown,unknown_5db04b68_FC02_3_headMic_0323.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5db04b68_FC02_3_headMic_0323.wav,16000,16000,heat
unknown,unknown_86b7b248_FC02_3_headMic_0983.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_86b7b248_FC02_3_headMic_0983.wav,16000,16000,The kat had five kittens
unknown,unknown_14d11edd_FC02_3_headMic_0591.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_14d11edd_FC02_3_headMic_0591.wav,16000,16000,charm
unknown,unknown_f3f58b6d_FC02_3_headMic_0869.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f3f58b6d_FC02_3_headMic_0869.wav,16000,16000,fable
unknown,unknown_a582050f_FC02_3_headMic_0437.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a582050f_FC02_3_headMic_0437.wav,16000,16000,reap
unknown,unknown_2bdf9286_FC02_3_headMic_0991.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2bdf9286_FC02_3_headMic_0991.wav,16000,16000,reserve
unknown,unknown_ddf9b25c_FC02_3_headMic_0845.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ddf9b25c_FC02_3_headMic_0845.wav,16000,16000,file
unknown,unknown_611eb63e_FC02_3_headMic_0630.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_611eb63e_FC02_3_headMic_0630.wav,16000,16000,chap
unknown,unknown_17ab890e_FC02_3_headMic_0349.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_17ab890e_FC02_3_headMic_0349.wav,16000,16000,The fish swam across the pond
unknown,unknown_706cfe5d_FC02_3_headMic_0257.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_706cfe5d_FC02_3_headMic_0257.wav,16000,16000,Help celebrate your brother's success
unknown,unknown_3e06a745_FC02_3_headMic_0373.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_3e06a745_FC02_3_headMic_0373.wav,16000,16000,four
unknown,unknown_4c45b650_FC02_3_headMic_0684.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4c45b650_FC02_3_headMic_0684.wav,16000,16000,cake
unknown,unknown_5f864254_FC02_3_headMic_0301.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5f864254_FC02_3_headMic_0301.wav,16000,16000,quart
unknown,unknown_8302df41_FC02_3_headMic_0861.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_8302df41_FC02_3_headMic_0861.wav,16000,16000,It fell out of his pocket
unknown,unknown_08c6113b_FC02_3_headMic_0610.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_08c6113b_FC02_3_headMic_0610.wav,16000,16000,air
unknown,unknown_3e352c08_FC02_3_headMic_0434.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_3e352c08_FC02_3_headMic_0434.wav,16000,16000,she
unknown,unknown_5046eb70_FC02_3_headMic_0182.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5046eb70_FC02_3_headMic_0182.wav,16000,16000,Only lawyers love millionaires
unknown,unknown_25fc2517_FC02_3_headMic_0808.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_25fc2517_FC02_3_headMic_0808.wav,16000,16000,fall
unknown,unknown_b7886eee_FC02_3_headMic_0586.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b7886eee_FC02_3_headMic_0586.wav,16000,16000,I wanted to be an actress
unknown,unknown_efbfc85e_FC02_3_headMic_0791.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_efbfc85e_FC02_3_headMic_0791.wav,16000,16000,wall
unknown,unknown_d1b7e6c3_FC02_3_headMic_0816.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_d1b7e6c3_FC02_3_headMic_0816.wav,16000,16000,bat
unknown,unknown_8aeac3f0_FC02_3_headMic_0394.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_8aeac3f0_FC02_3_headMic_0394.wav,16000,16000,muck
unknown,unknown_9be9b6f8_FC02_3_headMic_0898.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9be9b6f8_FC02_3_headMic_0898.wav,16000,16000,bought
unknown,unknown_db994306_FC02_3_headMic_0015.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_db994306_FC02_3_headMic_0015.wav,16000,16000,The books are very expensive
unknown,unknown_1a0d8fe2_FC02_3_headMic_0174.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1a0d8fe2_FC02_3_headMic_0174.wav,16000,16000,one
unknown,unknown_e7eb74ec_FC02_3_headMic_0036.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e7eb74ec_FC02_3_headMic_0036.wav,16000,16000,We rode horseback to the farm
unknown,unknown_a311bc7d_FC02_3_headMic_0169.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a311bc7d_FC02_3_headMic_0169.wav,16000,16000,The hotel owner shrugged
unknown,unknown_a7288354_FC02_3_headMic_0188.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a7288354_FC02_3_headMic_0188.wav,16000,16000,nut
unknown,unknown_c49d6919_FC02_3_headMic_0726.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_c49d6919_FC02_3_headMic_0726.wav,16000,16000,It was time to go up myself
unknown,unknown_c02f34f9_FC02_3_headMic_0839.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_c02f34f9_FC02_3_headMic_0839.wav,16000,16000,tap
unknown,unknown_968518bc_FC02_3_headMic_0542.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_968518bc_FC02_3_headMic_0542.wav,16000,16000,rise
unknown,unknown_dc2fd0e9_FC02_3_headMic_0980.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_dc2fd0e9_FC02_3_headMic_0980.wav,16000,16000,but
unknown,unknown_4d775f0e_FC02_3_headMic_0380.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4d775f0e_FC02_3_headMic_0380.wav,16000,16000,Do they make any money
unknown,unknown_2e73c4d7_FC02_3_headMic_0487.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2e73c4d7_FC02_3_headMic_0487.wav,16000,16000,zero
unknown,unknown_20ddcd1f_FC02_3_headMic_0535.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_20ddcd1f_FC02_3_headMic_0535.wav,16000,16000,leaks
